area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom,total_room,ready,price_per_sqft,price_per_total_room,total_spaces,price_per_total_spaces
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1327.0,2,2,98.0,2,4,Ready,0.07385079125847777,24.5,8,12.25
Super built-up  Area,Ready To Move,Kothanur,GrrvaGr,1186.0,2,2,58.0,2,4,Ready,0.048903878583473864,14.5,8,7.25
Built-up  Area,Ready To Move,MS Pallya,GrrvaGr,1783.0,3,1,115.0,3,3,Ready,0.06449803701626472,38.333333333333336,7,16.428571428571427
Super built-up  Area,Ready To Move,HSR Layout,NRosete,1400.0,3,2,56.0,3,5,Ready,0.04,11.2,10,5.6
Super built-up  Area,Ready To Move,Nagasandra,GrrvaGr,980.0,2,1,48.0,2,4,Ready,0.04897959183673469,12.0,7,6.857142857142857
Super built-up  Area,Ready To Move,EPIP Zone,GrrvaGr,1285.0,2,2,82.0,2,4,Ready,0.06381322957198443,20.5,8,10.25
Super built-up  Area,Ready To Move,Langford Town,GrrvaGr,912.0,2,1,70.0,3,5,Ready,0.07675438596491228,14.0,8,8.75
Built-up  Area,Ready To Move,Whitefield,Sancya ,1225.0,2,2,47.6,2,4,Ready,0.03885714285714286,11.9,8,5.95
Super built-up  Area,Ready To Move,Whitefield,GrrvaGr,1075.0,2,1,53.0,2,4,Ready,0.04930232558139535,13.25,7,7.571428571428571
Built-up  Area,Ready To Move,Kadugodi,MSingco,1260.0,2,2,54.0,3,5,Ready,0.04285714285714286,10.8,9,6.0
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1282.0,2,2,48.7,3,5,Ready,0.03798751950078003,9.74,9,5.411111111111111
Super built-up  Area,Ready To Move,Kogilu,CaIRSCr,1909.0,3,2,88.0,3,5,Ready,0.04609743321110529,17.6,10,8.8
Super built-up  Area,Ready To Move,Panathur,Prcesvy,1359.0,2,1,87.0,2,4,Ready,0.0640176600441501,21.75,7,12.428571428571429
Built-up  Area,Ready To Move,Nagondanahalli,GrrvaGr,1207.0,2,2,43.5,2,4,Ready,0.03603976801988401,10.875,8,5.4375
Plot  Area,Ready To Move,Padmanabhanagar,GrrvaGr,1736.0,6,0,190.0,4,4,Ready,0.10944700460829493,47.5,10,19.0
Super built-up  Area,20-May,1st Block Jayanagar,GrrvaGr,2850.0,4,1,428.0,4,6,Not Ready,0.15017543859649124,71.33333333333333,11,38.90909090909091
Super built-up  Area,Ready To Move,Kammasandra,Emstael,1595.0,3,2,65.0,3,5,Ready,0.04075235109717868,13.0,10,6.5
Built-up  Area,18-Jun,"Off Sarjapur Road, ",GrrvaGr,1798.0,3,2,89.0,3,5,Not Ready,0.04949944382647386,17.8,10,8.9
Super built-up  Area,Ready To Move,Electronics City Phase 1,SNdri N,1475.0,3,2,78.29,3,5,Ready,0.05307796610169492,15.658000000000001,10,7.829000000000001
Super built-up  Area,Ready To Move,Tala Cauvery Layout,HodhiSa,1580.0,3,3,100.0,3,5,Ready,0.06329113924050633,20.0,11,9.090909090909092
Super built-up  Area,Ready To Move,Dasarahalli,Syonyph,1295.0,2,1,65.0,2,4,Ready,0.05019305019305019,16.25,7,9.285714285714286
Built-up  Area,Ready To Move,Magadi Road,GrrvaGr,3600.0,6,0,141.0,6,6,Ready,0.03916666666666667,23.5,12,11.75
Super built-up  Area,Ready To Move,Electronic City,Itvir M,589.0,1,1,27.0,1,3,Ready,0.04584040747028863,9.0,5,5.4
Super built-up  Area,Ready To Move,Ngef Layout,GrrvaGr,1415.0,3,3,78.0,3,5,Ready,0.05512367491166078,15.6,11,7.090909090909091
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,1787.0,3,2,98.29,3,5,Not Ready,0.05500279798545048,19.658,10,9.829
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1787.0,3,2,125.0,3,5,Ready,0.06994963626189143,25.0,10,12.5
Super built-up  Area,Ready To Move,Koramangala,Piityra,1475.0,2,3,90.0,3,5,Ready,0.061016949152542375,18.0,10,9.0
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",GrrvaGr,2000.0,4,1,75.5,4,6,Ready,0.03775,12.583333333333334,11,6.863636363636363
Super built-up  Area,19-Mar,Sarjapur  Road,AsastDe,984.0,2,1,44.28,2,4,Not Ready,0.045,11.07,7,6.325714285714286
Super built-up  Area,19-Dec,Devanahalli,Jurdsig,1630.0,2,1,74.82,3,5,Not Ready,0.04590184049079754,14.963999999999999,8,9.3525
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,MacleK ,2405.0,4,2,260.0,3,5,Ready,0.10810810810810811,52.0,11,23.636363636363637
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1080.0,2,2,72.0,2,4,Ready,0.06666666666666667,18.0,8,9.0
Plot  Area,Ready To Move,Shantiniketan Layout,GrrvaGr,1500.0,2,1,115.0,2,2,Ready,0.07666666666666666,57.5,5,23.0
Super built-up  Area,Ready To Move,Hebbal,GrrvaGr,1900.0,3,2,119.0,3,5,Ready,0.06263157894736843,23.8,10,11.9
Super built-up  Area,19-Aug,Dommasandra,GrrvaGr,805.0,2,1,22.14,2,4,Not Ready,0.027503105590062114,5.535,7,3.162857142857143
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2,2,56.4,2,4,Ready,0.04891587163920208,14.1,8,7.05
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,AlEcone,1148.0,2,2,60.0,2,4,Ready,0.05226480836236934,15.0,8,7.5
Super built-up  Area,Ready To Move,Mylasandra,Laowsba,1110.0,2,2,55.0,2,4,Ready,0.04954954954954955,13.75,8,6.875
Built-up  Area,Ready To Move,Electronic City,Saave R,1100.0,2,2,42.0,2,4,Ready,0.038181818181818185,10.5,8,5.25
Super built-up  Area,Ready To Move,Kalyan nagar,Anave S,1290.0,2,2,110.0,2,4,Ready,0.08527131782945736,27.5,8,13.75
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,GrrvaGr,1500.0,2,1,65.0,3,5,Ready,0.043333333333333335,13.0,8,8.125
Super built-up  Area,18-Apr,Bank Of Baroda Colony,GrrvaGr,1080.0,2,2,39.0,2,4,Not Ready,0.03611111111111111,9.75,8,4.875
Super built-up  Area,21-Jun,Vijayanagar,Saityat,1933.0,3,1,129.0,3,5,Not Ready,0.06673564407656493,25.8,9,14.333333333333334
Built-up  Area,Ready To Move,Ramamurthy Nagar,GrrvaGr,3500.0,5,2,150.0,5,5,Ready,0.04285714285714286,30.0,12,12.5
Built-up  Area,Ready To Move,Kullappa Colony,GrrvaGr,1060.0,2,2,60.0,2,4,Ready,0.05660377358490566,15.0,8,7.5
Super built-up  Area,18-Aug,Chandapura,SunceEs,645.0,1,1,16.45,1,3,Not Ready,0.025503875968992246,5.483333333333333,5,3.29
Plot  Area,Ready To Move,Mukkutam Nagar,GrrvaGr,2600.0,8,2,180.0,8,8,Ready,0.06923076923076923,22.5,18,10.0
Super built-up  Area,18-Sep,Chandapura,SunceEs,645.0,1,1,16.45,1,3,Not Ready,0.025503875968992246,5.483333333333333,5,3.29
Super built-up  Area,Ready To Move,Ashwath Nagar,SJcerpe,1644.0,3,3,84.0,3,5,Ready,0.051094890510948905,16.8,11,7.636363636363637
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,Supams ,1285.0,2,3,72.5,2,4,Ready,0.05642023346303502,18.125,9,8.055555555555555
Plot  Area,Ready To Move,Electronic City,GrrvaGr,1200.0,3,1,90.0,3,3,Ready,0.075,30.0,7,12.857142857142858
Super built-up  Area,Ready To Move,Electronic City,CoapeSo,910.0,2,1,40.0,2,4,Ready,0.04395604395604396,10.0,7,5.714285714285714
Super built-up  Area,Ready To Move,Kothanur,Bisic C,1577.0,3,1,70.0,3,5,Ready,0.04438807863031072,14.0,9,7.777777777777778
Plot  Area,17-May,Meenakunte,Sreat R,4050.0,3,2,280.0,3,3,Not Ready,0.0691358024691358,93.33333333333333,8,35.0
Super built-up  Area,Ready To Move,OMBR Layout,Inntsa ,2420.0,3,2,185.0,3,5,Ready,0.07644628099173553,37.0,10,18.5
Super built-up  Area,Ready To Move,Chandapura,KHityry,800.0,1,1,20.0,2,4,Ready,0.025,5.0,6,3.3333333333333335
Built-up  Area,Ready To Move,Anand Nagar,GrrvaGr,1060.0,2,2,55.0,2,4,Ready,0.05188679245283019,13.75,8,6.875
Super built-up  Area,Ready To Move,7th Phase JP Nagar,BriumMi,1270.0,2,2,93.0,2,4,Ready,0.07322834645669292,23.25,8,11.625
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,GrrvaGr,900.0,2,2,22.5,2,4,Not Ready,0.025,5.625,8,2.8125
Built-up  Area,Ready To Move,Kundalahalli Colony,GrrvaGr,1280.0,2,1,69.0,2,2,Ready,0.05390625,34.5,5,13.8
Plot  Area,Ready To Move,Horamavu Agara,GrrvaGr,1200.0,2,0,95.0,4,4,Ready,0.07916666666666666,23.75,6,15.833333333333334
Built-up  Area,Ready To Move,Sarjapur  Road,GrrvaGr,1025.0,2,2,36.0,2,4,Ready,0.0351219512195122,9.0,8,4.5
Super built-up  Area,17-Jun,Electronic City,Prarkun,1108.0,2,1,63.0,2,4,Not Ready,0.05685920577617329,15.75,7,9.0
Plot  Area,Ready To Move,MCECHS  layout,GrrvaGr,1200.0,5,1,170.0,5,5,Ready,0.14166666666666666,34.0,11,15.454545454545455
Super built-up  Area,Ready To Move,Coffee Board Layout,Calyxy ,3045.0,3,2,170.0,3,5,Ready,0.05582922824302135,34.0,10,17.0
Plot  Area,Ready To Move,Ambedkar Nagar,Thessrm,2900.0,3,2,300.0,4,4,Ready,0.10344827586206896,75.0,9,33.333333333333336
Super built-up  Area,Ready To Move,Vijayanagar,JJortom,1500.0,3,2,75.5,3,5,Ready,0.050333333333333334,15.1,10,7.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2,2,43.9,2,4,Ready,0.0338996138996139,10.975,8,5.4875
Super built-up  Area,Ready To Move,Budigere,PrityTr,1162.0,2,1,59.9,2,4,Ready,0.05154905335628227,14.975,7,8.557142857142857
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1035.0,2,2,49.2,2,4,Ready,0.04753623188405797,12.3,8,6.15
Built-up  Area,Ready To Move,Attibele,Natic T,1600.0,4,0,52.8,4,4,Ready,0.033,13.2,8,6.6
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,GrrvaGr,1464.0,3,2,46.0,3,5,Ready,0.031420765027322405,9.2,10,4.6
Super built-up  Area,18-Oct,Hennur Road,DSapeSk,1866.0,2,2,61.58,3,5,Not Ready,0.0330010718113612,12.315999999999999,9,6.842222222222222
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,Jahtsa ,700.0,1,1,26.0,2,4,Ready,0.037142857142857144,6.5,6,4.333333333333333
Super built-up  Area,Ready To Move,Kalena Agrahara,Prillot,1804.0,3,2,120.0,3,5,Ready,0.06651884700665188,24.0,10,12.0
Super built-up  Area,Ready To Move,Sarjapur,GrrvaGr,913.0,2,1,32.0,2,4,Ready,0.03504928806133625,8.0,7,4.571428571428571
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,1868.0,3,2,131.0,3,5,Not Ready,0.07012847965738758,26.2,10,13.1
Built-up  Area,Ready To Move,Kengeri Satellite Town,GrrvaGr,883.0,2,1,45.0,2,4,Ready,0.05096262740656852,11.25,7,6.428571428571429
Plot  Area,Ready To Move,Sundara Nagar,GrrvaGr,900.0,2,1,110.0,2,2,Ready,0.12222222222222222,55.0,5,22.0
Super built-up  Area,Ready To Move,Kogilu,GrrvaGr,1664.0,2,3,73.95,3,5,Ready,0.04444110576923077,14.790000000000001,10,7.3950000000000005
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,2026.0,3,2,132.0,3,5,Ready,0.06515301085883514,26.4,10,13.2
Super built-up  Area,Ready To Move,Balagere,Soestin,1210.0,2,1,80.9,2,4,Ready,0.0668595041322314,20.225,7,11.557142857142859
Plot  Area,Ready To Move,Meenakunte,Sreat R,4111.0,4,2,250.0,4,4,Ready,0.06081245439065921,62.5,10,25.0
Super built-up  Area,Ready To Move,Kadugodi,Alestrb,1762.0,3,3,91.45,3,5,Ready,0.05190124858115778,18.29,11,8.313636363636364
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3,3,55.0,3,5,Ready,0.0439297124600639,11.0,11,5.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,861.0,2,1,34.5,2,4,Ready,0.04006968641114982,8.625,7,4.928571428571429
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1420.0,2,1,100.0,3,5,Ready,0.07042253521126761,20.0,8,12.5
Plot  Area,Ready To Move,Srirampura,GrrvaGr,1450.0,6,0,250.0,6,6,Ready,0.1724137931034483,41.666666666666664,12,20.833333333333332
Built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,1490.0,3,1,78.8,3,5,Ready,0.05288590604026845,15.76,9,8.755555555555555
Super built-up  Area,Ready To Move,Bisuvanahalli,GrrvaGr,1075.0,2,1,46.0,3,5,Ready,0.04279069767441861,9.2,8,5.75
Super built-up  Area,18-Aug,Old Madras Road,Saesttt,1425.0,2,2,94.0,3,5,Not Ready,0.06596491228070175,18.8,9,10.444444444444445
Built-up  Area,Ready To Move,Kalena Agrahara,Nae 2El,1200.0,2,1,40.0,2,4,Ready,0.03333333333333333,10.0,7,5.714285714285714
Super built-up  Area,Ready To Move,Kaggadasapura,GrrvaGr,1280.0,2,2,56.0,3,5,Ready,0.04375,11.2,9,6.222222222222222
Super built-up  Area,Ready To Move,Silver Springs Layout,Bhinglv,1084.0,2,2,50.0,2,4,Ready,0.046125461254612546,12.5,8,6.25
Super built-up  Area,18-Jul,Chandapura,SunceEs,1015.0,2,2,25.88,2,4,Not Ready,0.025497536945812808,6.47,8,3.235
Super built-up  Area,21-May,Kanakpura Road,GolusLi,1017.0,2,1,51.25,2,4,Not Ready,0.05039331366764995,12.8125,7,7.321428571428571
Super built-up  Area,Ready To Move,Haralur Road,GrrvaGr,1027.0,2,2,44.0,2,4,Ready,0.042843232716650435,11.0,8,5.5
Super built-up  Area,Ready To Move,Electronic City Phase II,Coush W,1069.0,2,2,45.0,2,4,Ready,0.042095416276894296,11.25,8,5.625
Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2,1,98.2,2,4,Ready,0.07279466271312084,24.55,7,14.028571428571428
Super built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,1005.0,2,1,50.0,2,4,Ready,0.04975124378109453,12.5,7,7.142857142857143
Super built-up  Area,Ready To Move,Jakkur,Arzzo P,1417.0,2,3,75.0,2,4,Ready,0.0529287226534933,18.75,9,8.333333333333334
Plot  Area,18-Jan,TC Palaya,GrrvaGr,1475.0,3,1,98.0,3,3,Not Ready,0.06644067796610169,32.666666666666664,7,14.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,SMikaay,950.0,2,2,47.0,2,4,Ready,0.049473684210526316,11.75,8,5.875
Super built-up  Area,Ready To Move,RMV 2nd Stage,Prave E,2000.0,4,0,120.0,4,6,Ready,0.06,20.0,10,12.0
Plot  Area,Ready To Move,Giri Nagar,GrrvaGr,880.0,3,1,140.0,3,3,Ready,0.1590909090909091,46.666666666666664,7,20.0
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1863.0,3,2,104.0,4,6,Ready,0.055823939881910895,17.333333333333332,11,9.454545454545455
Super built-up  Area,Ready To Move,Singasandra,Priewhi,1010.0,2,1,29.5,2,4,Ready,0.02920792079207921,7.375,7,4.214285714285714
Super built-up  Area,Ready To Move,Kalena Agrahara,Shodsth,1425.0,2,1,70.0,3,5,Ready,0.04912280701754386,14.0,8,8.75
Super built-up  Area,Ready To Move,Vijayanagar,Swadeh ,1450.0,3,0,100.0,3,5,Ready,0.06896551724137931,20.0,8,12.5
Super built-up  Area,Ready To Move,Kothanur,Somumys,1847.0,3,2,105.0,3,5,Ready,0.0568489442338928,21.0,10,10.5
Super built-up  Area,Ready To Move,AECS Layout,Soran U,1100.0,2,3,45.0,2,4,Ready,0.04090909090909091,11.25,9,5.0
Super built-up  Area,20-Dec,Kanakpura Road,PrarePa,525.0,1,1,26.0,1,3,Not Ready,0.049523809523809526,8.666666666666666,5,5.2
Super built-up  Area,Ready To Move,Mallasandra,Puestig,1665.0,3,2,95.0,3,5,Ready,0.057057057057057055,19.0,10,9.5
Super built-up  Area,Ready To Move,Begur,Prntsrt,1664.0,4,3,65.0,4,6,Ready,0.0390625,10.833333333333334,13,5.0
Super built-up  Area,Ready To Move,JP Nagar,Maerar ,1850.0,3,3,150.0,3,5,Ready,0.08108108108108109,30.0,11,13.636363636363637
Super built-up  Area,Ready To Move,Panathur,Vaesh T,1438.0,2,3,100.0,2,4,Ready,0.06954102920723226,25.0,9,11.11111111111111
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,MaisePa,1560.0,3,3,115.0,3,5,Ready,0.07371794871794872,23.0,11,10.454545454545455
Super built-up  Area,18-Apr,Yelahanka,GrrvaGr,1350.0,2,1,55.55,2,4,Not Ready,0.04114814814814815,13.8875,7,7.935714285714285
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1550.0,3,3,67.0,3,5,Ready,0.043225806451612905,13.4,11,6.090909090909091
Super built-up  Area,18-Apr,Malleshpalya,GrrvaGr,1140.0,2,2,46.5,2,4,Not Ready,0.04078947368421053,11.625,8,5.8125
Plot  Area,Ready To Move,Srirampura,GrrvaGr,1200.0,5,2,180.0,5,5,Ready,0.15,36.0,12,15.0
Super built-up  Area,18-Dec,Kodathi,GrrvaGr,850.0,2,2,27.0,2,4,Not Ready,0.03176470588235294,6.75,8,3.375
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1280.0,2,2,75.0,2,4,Ready,0.05859375,18.75,8,9.375
Built-up  Area,Ready To Move,Munnekollal,GrrvaGr,1170.0,2,2,52.0,2,4,Ready,0.044444444444444446,13.0,8,6.5
Super built-up  Area,Ready To Move,Motappa Layout,Puodse ,1113.0,2,1,51.0,2,4,Ready,0.04582210242587601,12.75,7,7.285714285714286
Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1385.0,2,1,83.09,2,4,Ready,0.059992779783393506,20.7725,7,11.870000000000001
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2,1,65.0,2,4,Not Ready,0.057624113475177305,16.25,7,9.285714285714286
Plot  Area,Ready To Move,Marathahalli,GrrvaGr,1200.0,2,2,128.0,2,2,Ready,0.10666666666666667,64.0,6,21.333333333333332
Plot  Area,Ready To Move,Akshaya Vana,GrrvaGr,1200.0,4,3,165.0,4,4,Ready,0.1375,41.25,11,15.0
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,1464.0,3,2,56.0,3,5,Ready,0.03825136612021858,11.2,10,5.6
Super built-up  Area,Ready To Move,Manayata Tech Park,GrrvaGr,1200.0,2,2,55.0,2,4,Ready,0.04583333333333333,13.75,8,6.875
Super built-up  Area,Ready To Move,Kaval Byrasandra,Abncy R,1200.0,2,2,52.0,2,4,Ready,0.043333333333333335,13.0,8,6.5
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1150.0,2,1,55.0,3,5,Ready,0.04782608695652174,11.0,8,6.875
Built-up  Area,Ready To Move,Basavanna Nagar,Itala A,1645.0,3,2,95.0,3,5,Ready,0.057750759878419454,19.0,10,9.5
Super built-up  Area,20-Mar,Sarjapur  Road,GrrvaGr,1000.0,2,1,67.0,2,4,Not Ready,0.067,16.75,7,9.571428571428571
Plot  Area,Ready To Move,Haralur Road,GrrvaGr,2650.0,4,2,198.0,4,4,Ready,0.07471698113207548,49.5,10,19.8
Super built-up  Area,Ready To Move,6th Phase JP Nagar,HMinebo,1192.0,2,2,74.0,2,4,Ready,0.06208053691275168,18.5,8,9.25
Super built-up  Area,Ready To Move,Ulsoor,K borja,2135.0,3,2,215.0,3,5,Ready,0.10070257611241218,43.0,10,21.5
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1173.0,2,1,58.0,2,4,Not Ready,0.0494458653026428,14.5,7,8.285714285714286
Built-up  Area,Ready To Move,Uttarahalli,Sungspr,1020.0,2,2,45.0,2,4,Ready,0.04411764705882353,11.25,8,5.625
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,3122.0,6,2,230.0,4,6,Ready,0.07367072389493914,38.333333333333336,14,16.428571428571427
Super built-up  Area,Ready To Move,Somasundara Palya,GrrvaGr,1600.0,3,3,64.0,3,5,Ready,0.04,12.8,11,5.818181818181818
Plot  Area,18-Mar,T.C PALYA,GrrvaGr,1200.0,2,0,79.0,2,2,Not Ready,0.06583333333333333,39.5,4,19.75
Carpet  Area,Ready To Move,Muneshwara Nagar,GrrvaGr,1230.0,2,3,48.0,2,4,Ready,0.03902439024390244,12.0,9,5.333333333333333
Super built-up  Area,Ready To Move, Devarachikkanahalli,Clntsrt,1250.0,2,2,40.0,2,4,Ready,0.032,10.0,8,5.0
Super built-up  Area,Ready To Move,Kalena Agrahara,PuamaPa,1325.0,2,2,76.0,2,4,Ready,0.057358490566037736,19.0,8,9.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brngsal,1850.0,3,1,150.0,3,5,Ready,0.08108108108108109,30.0,9,16.666666666666668
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,2,1,21.53,1,3,Not Ready,0.041009523809523815,7.176666666666667,6,3.5883333333333334
Super built-up  Area,Ready To Move,Basaveshwara Nagar,GrrvaGr,1200.0,2,2,65.0,2,4,Ready,0.05416666666666667,16.25,8,8.125
Plot  Area,Ready To Move,Bull Temple Road,GrrvaGr,1350.0,2,0,140.0,3,3,Ready,0.1037037037037037,46.666666666666664,5,28.0
Super built-up  Area,18-Jun,Bommasandra,SSestth,1260.0,3,1,49.36,3,5,Not Ready,0.039174603174603174,9.872,9,5.484444444444445
Super built-up  Area,Ready To Move,Prashanth Nagar,Vancy R,1800.0,3,0,150.0,3,5,Ready,0.08333333333333333,30.0,8,18.75
Plot  Area,18-Dec,Suragajakkanahalli,PrhyaK ,11.0,3,2,74.0,3,3,Not Ready,6.7272727272727275,24.666666666666668,8,9.25
Built-up  Area,Ready To Move,Ardendale,Miwel M,1100.0,2,1,43.25,2,4,Ready,0.03931818181818182,10.8125,7,6.178571428571429
Super built-up  Area,Ready To Move,Harlur,SrEndPo,1508.0,2,1,77.0,2,4,Ready,0.05106100795755968,19.25,7,11.0
Carpet  Area,Ready To Move,Sampigehalli,Puens G,1592.0,3,2,75.0,3,5,Ready,0.0471105527638191,15.0,10,7.5
Super built-up  Area,Ready To Move,Akshaya Nagar,SagasSa,1388.0,2,3,57.0,2,4,Ready,0.04106628242074928,14.25,9,6.333333333333333
Super built-up  Area,18-May,Electronic City Phase II,SNbay G,630.0,1,1,28.35,1,3,Not Ready,0.045000000000000005,9.450000000000001,5,5.67
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,GrrvaGr,1762.0,3,1,125.0,3,5,Ready,0.07094211123723042,25.0,9,13.88888888888889
Super built-up  Area,21-Dec,Bagalur Main Road,GrrvaGr,950.0,2,2,50.0,2,4,Not Ready,0.05263157894736842,12.5,8,6.25
Super built-up  Area,Ready To Move,Kodihalli,Soianal,3252.0,5,3,335.0,4,6,Ready,0.10301353013530136,55.833333333333336,14,23.928571428571427
Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1116.0,2,1,50.0,2,4,Not Ready,0.044802867383512544,12.5,7,7.142857142857143
Super built-up  Area,Ready To Move,Narayanapura,AriosHe,1308.0,2,2,89.04,2,4,Ready,0.06807339449541285,22.26,8,11.13
Super built-up  Area,Ready To Move,MS Pallya,GrrvaGr,1200.0,3,0,90.0,3,5,Ready,0.075,18.0,8,11.25
Plot  Area,Ready To Move,Binny Mills Employees Colony,GrrvaGr,1500.0,4,2,230.0,4,4,Ready,0.15333333333333332,57.5,10,23.0
Built-up  Area,Ready To Move,Bannerghatta Road,GrrvaGr,500.0,1,1,18.5,1,3,Ready,0.037,6.166666666666667,5,3.7
Super built-up  Area,Ready To Move,Hennur,SLureSi,1075.0,2,1,52.0,2,4,Ready,0.04837209302325581,13.0,7,7.428571428571429
Super built-up  Area,18-Mar,Chandapura,Siissi ,530.0,1,0,11.66,1,3,Not Ready,0.022,3.8866666666666667,4,2.915
Built-up  Area,Ready To Move,Bellandur,GrrvaGr,1205.0,2,3,66.0,2,4,Ready,0.054771784232365145,16.5,9,7.333333333333333
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Mangsr ,1075.0,2,2,60.0,2,4,Ready,0.05581395348837209,15.0,8,7.5
Built-up  Area,Ready To Move,KR Puram,HovasTe,930.0,2,2,39.0,2,4,Ready,0.041935483870967745,9.75,8,4.875
Super built-up  Area,Ready To Move,Balagere,Exncene,1380.0,2,1,60.0,2,4,Ready,0.043478260869565216,15.0,7,8.571428571428571
Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5,2,212.0,4,6,Ready,0.08538058799838905,35.333333333333336,13,16.307692307692307
Built-up  Area,Ready To Move,Kodigehaali,Shyas S,1166.0,2,2,55.0,2,4,Ready,0.04716981132075472,13.75,8,6.875
Super built-up  Area,Ready To Move,Bannerghatta Road,NadelCi,1050.0,2,1,65.0,2,4,Ready,0.06190476190476191,16.25,7,9.285714285714286
Super built-up  Area,19-Mar,Gopalapura,Sothadr,2023.71,3,2,275.0,3,5,Not Ready,0.13588903548433323,55.0,10,27.5
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2,2,46.8,2,4,Ready,0.039,11.7,8,5.85
Super built-up  Area,Ready To Move,Lakshminarayana Pura,Puarent,1600.0,2,1,108.0,3,5,Ready,0.0675,21.6,8,13.5
Super built-up  Area,Ready To Move,Billekahalli,MaionPa,1935.0,3,2,110.0,3,5,Ready,0.056847545219638244,22.0,10,11.0
Super built-up  Area,18-May,8th Phase JP Nagar,Maian M,451.0,1,0,29.9,1,3,Not Ready,0.06629711751662971,9.966666666666667,4,7.475
Super built-up  Area,Ready To Move,Electronic City,ShstaAl,1800.0,3,2,95.0,3,5,Ready,0.05277777777777778,19.0,10,9.5
Super built-up  Area,18-May,Jalahalli,Shard T,1400.0,3,0,77.0,3,5,Not Ready,0.055,15.4,8,9.625
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1801.0,3,2,115.0,3,5,Ready,0.06385341476957246,23.0,10,11.5
Built-up  Area,Ready To Move,Mahadevpura,Neagar ,1451.0,2,1,90.0,2,4,Ready,0.06202618883528601,22.5,7,12.857142857142858
Plot  Area,19-Jan,Anekal,GrrvaGr,1200.0,1,1,36.0,2,2,Not Ready,0.03,18.0,4,9.0
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2,2,44.0,2,4,Ready,0.03793103448275862,11.0,8,5.5
Built-up  Area,Ready To Move,Kengeri,GrrvaGr,1000.0,2,1,25.0,2,4,Ready,0.025,6.25,7,3.5714285714285716
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,950.0,2,1,40.0,2,4,Ready,0.042105263157894736,10.0,7,5.714285714285714
